Peak Numbers based on the given limits	2604
Time_Botoom	Bottom	Time_Peak	Peak	Time_HLLS	HLLS	L_s	Time_HLTB	HLTB	L_f
602.098	1.68668	602.378	2.01355	602.218	1.76666	1.3188	601.938	1.56462	1.3188
602.578	1.55432	603.058	2.0083	602.798	1.74738	2.2608	602.458	1.7896	0.942
603.738	1.36346	604.418	1.98126	604.058	1.73645	3.2028	603.378	1.6518	3.2028
604.538	1.47473	604.978	1.89496	604.738	1.74327	2.0724	604.458	1.7397	0.5652
605.138	1.34839	605.818	1.85269	605.458	1.65807	3.2028	605.038	1.65587	0.7536
606.298	1.56186	606.898	2.241	606.578	1.89856	2.826	606.038	1.53933	2.2608
607.298	1.66913	607.498	1.83908	607.378	1.74443	0.942	607.078	2.01542	1.884
608.178	1.68719	608.618	2.02338	608.378	1.90523	2.0724	607.818	1.67767	3.2028
608.938	1.67984	609.058	1.90399	608.978	1.74387	0.5652	608.758	1.78541	1.5072
609.218	1.32843	610.218	2.14401	609.698	1.78021	4.71	609.118	1.61826	0.7536
610.578	1.31235	611.058	1.82492	610.798	1.65267	2.2608	610.378	1.93602	1.6956
611.218	1.45987	611.778	1.82077	611.478	1.68423	2.6376	611.118	1.65496	0.7536
611.978	1.38403	612.538	1.80832	612.238	1.72709	2.6376	611.858	1.71636	0.942
613.298	1.5004	613.658	1.88022	613.458	1.73229	1.6956	612.898	1.60786	3.5796
613.818	1.37158	614.258	1.80404	614.018	1.53372	2.0724	613.718	1.7299	0.7536
614.818	1.69409	615.178	1.94458	614.978	1.86902	1.6956	614.518	1.61881	2.6376
615.578	1.28232	616.618	2.22974	616.078	1.80978	4.8984	615.358	1.77493	1.884
616.818	1.31045	617.378	1.87927	617.078	1.62712	2.6376	616.698	1.82595	0.942
617.498	1.41223	617.978	1.95319	617.718	1.72569	2.2608	617.418	1.65389	0.5652
618.138	1.51627	618.378	1.91714	618.238	1.71444	1.1304	618.038	1.82406	0.7536
618.618	1.36643	619.258	2.01315	618.918	1.71775	3.0144	618.478	1.66673	1.1304
619.538	1.57397	619.978	1.90695	619.738	1.77367	2.0724	619.378	1.8179	1.3188
620.218	1.32535	621.378	1.91773	620.778	1.82721	5.4636	620.078	1.64077	1.1304
621.698	1.38293	622.738	1.95844	622.198	1.75417	4.8984	621.518	1.60168	1.5072
622.858	1.35138	624.258	2.12414	623.538	1.77988	6.594	622.778	1.67975	0.5652
624.778	1.64066	625.618	1.93436	625.178	1.81983	3.9564	624.498	1.64697	2.4492
626.178	1.34134	627.018	1.99777	626.578	1.7507	3.9564	625.878	1.66162	2.6376
627.178	1.31864	627.578	1.80554	627.358	1.61064	1.884	627.078	1.75654	0.7536
627.978	1.616	628.738	1.90613	628.338	1.80764	3.5796	627.758	1.59194	1.884
628.898	1.30762	629.738	1.93451	629.298	1.73727	3.9564	628.798	1.66148	0.7536
629.858	1.46823	630.418	2.05301	630.118	1.70728	2.6376	629.778	1.7257	0.5652
630.818	1.35596	631.378	1.95929	631.078	1.69029	2.6376	630.598	1.65553	1.884
631.578	1.32611	632.378	1.9607	631.958	1.7198	3.768	631.458	1.67195	0.942
632.498	1.60535	632.858	2.20615	632.658	1.85827	1.6956	632.418	1.86012	0.5652
633.218	1.35883	634.098	1.98901	633.638	1.75934	4.1448	633.018	1.65506	1.6956
634.258	1.56003	634.698	1.8924	634.458	1.78128	2.0724	634.158	1.76369	0.7536
635.378	1.68915	636.218	1.87817	635.778	1.89058	3.9564	635.018	1.58329	3.2028
636.698	1.28976	637.338	1.85663	636.998	1.63571	3.0144	636.438	1.56824	2.2608
637.818	1.68045	638.018	1.89999	637.898	1.76575	0.942	637.558	1.71035	2.2608
638.178	1.31402	638.578	1.83087	638.358	1.58172	1.884	638.078	1.62823	0.7536
638.778	1.5911	638.938	1.93283	638.838	1.71415	0.7536	638.658	1.74633	0.942
639.218	1.53586	639.698	1.88083	639.438	1.72534	2.2608	639.058	1.71429	1.3188
639.938	1.28787	640.858	1.84143	640.378	1.70279	4.3332	639.798	1.67037	1.1304
641.018	1.47641	641.578	2.01862	641.278	1.74541	2.6376	640.918	1.6884	0.7536
642.178	1.25824	643.538	2.10171	642.838	1.78044	6.4056	641.858	1.63437	2.826
643.938	1.32449	645.058	2.27228	644.478	1.87244	5.2752	643.718	1.58411	1.884
645.338	1.61209	645.498	1.82336	645.398	1.68247	0.7536	645.178	1.99165	1.3188
645.818	1.46161	646.818	1.90793	646.298	1.81563	4.71	645.638	1.53158	1.5072
647.178	1.53119	647.938	1.99734	647.538	1.79151	3.5796	646.978	1.58813	1.6956
648.138	1.31595	648.378	1.84915	648.238	1.56482	1.1304	648.018	1.72283	0.942
648.618	1.39465	649.098	1.876	648.838	1.7065	2.2608	648.478	1.66054	1.1304
649.618	1.67319	649.898	1.95648	649.738	1.77811	1.3188	649.338	1.57707	2.4492
649.978	1.6766	650.058	1.83987	649.998	1.72697	0.3768	649.918	1.88206	0.3768
650.858	1.68195	651.218	1.83524	651.018	1.74346	1.6956	650.438	1.59879	3.768
651.338	1.5484	651.618	1.91354	651.458	1.71345	1.3188	651.258	1.73464	0.5652
651.698	1.44098	652.658	2.02368	652.158	1.81862	4.5216	651.638	1.78238	0.3768
652.858	1.47922	653.338	1.91101	653.078	1.65954	2.2608	652.738	1.76381	0.942
653.738	1.65832	654.138	1.90607	653.918	1.75162	1.884	653.518	1.60759	1.884
654.658	1.65451	654.938	1.93744	654.778	1.7391	1.3188	654.378	1.67696	2.4492
655.258	1.20825	656.098	1.85116	655.658	1.70772	3.9564	655.078	1.70985	1.5072
656.298	1.35293	656.698	1.88098	656.478	1.64346	1.884	656.178	1.6069	0.942
657.418	1.65967	658.018	1.94391	657.698	1.80476	2.826	657.038	1.638	3.3912
658.378	1.53631	658.738	1.90424	658.538	1.70045	1.6956	658.178	1.58983	1.6956
659.418	1.69739	659.578	1.88031	659.478	1.75446	0.7536	659.058	1.59892	3.2028
659.698	1.54666	659.858	1.84848	659.758	1.673	0.7536	659.618	1.74111	0.5652
660.018	1.31467	660.898	2.0434	660.438	1.75897	4.1448	659.918	1.65705	0.7536
661.298	1.63834	661.658	2.17578	661.458	1.895	1.6956	661.078	1.73547	1.884
662.018	1.64935	662.218	1.81128	662.098	1.70578	0.942	661.818	1.71874	1.6956
662.458	1.37225	662.978	1.82873	662.698	1.67044	2.4492	662.318	1.60587	1.1304
663.258	1.64777	663.698	2.05456	663.458	1.83912	2.0724	663.098	1.76181	1.3188
664.378	1.60965	665.258	1.9874	664.798	1.80079	4.1448	664.018	1.72215	3.2028
665.578	1.2077	666.338	1.93255	665.938	1.67234	3.5796	665.398	1.70665	1.5072
666.578	1.5386	666.938	1.85174	666.738	1.69111	1.6956	666.438	1.77365	1.1304
668.138	1.62506	668.458	2.01068	668.278	1.79165	1.5072	667.518	1.63355	5.652
669.138	1.65198	669.578	2.08515	669.338	1.79105	2.0724	668.778	1.67456	3.2028
670.258	1.44198	671.138	1.89105	670.678	1.79725	4.1448	669.898	1.67723	3.2028
671.298	1.401	671.818	1.99252	671.538	1.74653	2.4492	671.198	1.67348	0.7536
672.258	1.6575	673.338	2.1983	672.778	1.93116	5.0868	672.018	1.60547	2.0724
673.618	1.38089	674.218	1.91977	673.898	1.69023	2.826	673.458	1.72839	1.3188
674.618	1.41745	675.018	1.8309	674.798	1.6315	1.884	674.398	1.76458	1.884
675.818	1.617	676.058	1.90323	675.918	1.80291	1.1304	675.398	1.63446	3.768
676.418	1.45337	677.218	2.19418	676.798	1.84525	3.768	676.218	1.55446	1.6956
677.498	1.66449	677.698	1.92782	677.578	1.75128	0.942	677.338	1.84473	1.3188
678.098	1.45023	678.938	2.16077	678.498	1.81928	3.9564	677.878	1.54131	1.884
680.258	1.52393	681.418	2.2532	680.818	1.91441	5.4636	679.578	1.64005	6.2172
681.978	1.69949	682.178	1.83612	682.058	1.76327	0.942	681.678	1.66183	2.6376
682.658	1.69711	682.898	1.87353	682.758	1.76601	1.1304	682.398	1.57018	2.2608
683.818	1.42282	684.178	1.80566	683.978	1.61766	1.6956	683.338	1.6282	4.3332
684.338	1.52057	684.978	1.96112	684.638	1.78839	3.0144	684.238	1.74483	0.7536
685.818	1.5968	687.058	2.29864	686.418	1.88531	5.8404	685.378	1.57317	3.9564
687.418	1.3685	688.338	2.30261	687.858	1.80898	4.3332	687.218	2.05221	1.6956
688.738	1.50177	689.098	1.8453	688.898	1.74412	1.6956	688.518	2.07573	1.884
689.658	1.3161	690.258	1.93967	689.938	1.69041	2.826	689.358	1.53077	2.6376
690.738	1.47516	691.218	2.00729	690.958	1.74508	2.2608	690.478	1.64995	2.2608
691.378	1.3331	691.778	2.12518	691.558	1.70601	1.884	691.278	1.73959	0.7536
692.018	1.40933	692.778	1.99072	692.378	1.73327	3.5796	691.878	1.76753	1.1304
693.018	1.36224	694.338	2.06393	693.658	1.88501	6.2172	692.878	1.71968	1.1304
694.938	1.44595	695.258	1.88684	695.078	1.60153	1.5072	694.618	1.66175	2.826
696.178	1.41986	697.018	1.96137	696.578	1.74526	3.9564	695.698	1.65084	4.3332
697.138	1.62665	697.418	2.02573	697.258	1.81803	1.3188	697.058	1.8779	0.5652
697.578	1.39203	697.978	1.83316	697.758	1.66546	1.884	697.478	1.67559	0.7536
698.698	1.48639	699.578	2.02203	699.118	1.77057	4.1448	698.318	1.63394	3.3912
699.818	1.4122	700.218	1.82877	699.998	1.6339	1.884	699.678	1.87829	1.1304
700.378	1.57352	700.618	1.92764	700.478	1.72883	1.1304	700.278	1.76564	0.7536
700.818	1.42538	701.618	1.88824	701.198	1.79271	3.768	700.698	1.70075	0.942
701.818	1.29584	703.258	2.10623	702.518	1.75868	6.7824	701.698	1.65023	0.942
703.458	1.3067	704.298	1.99936	703.858	1.71748	3.9564	703.338	1.67925	0.942
704.378	1.68207	704.618	2.04788	704.478	1.83896	1.1304	704.318	1.89646	0.3768
705.458	1.61023	705.778	1.9837	705.598	1.76538	1.5072	705.018	1.58335	3.9564
705.978	1.49802	706.258	1.81439	706.098	1.68928	1.3188	705.858	1.7648	0.942
706.378	1.34927	707.298	2.0715	706.818	1.71039	4.3332	706.298	1.6696	0.5652
707.538	1.59348	707.738	1.87756	707.618	1.73919	0.942	707.398	1.96302	1.1304
708.258	1.69083	709.018	2.0972	708.618	1.89975	3.5796	707.978	1.57107	2.4492
709.178	1.65045	709.378	1.93463	709.258	1.78578	0.942	709.078	1.9515	0.7536
709.818	1.60779	709.938	1.82736	709.858	1.67647	0.5652	709.578	1.57188	2.0724
710.378	1.61151	711.058	2.21298	710.698	1.89155	3.2028	710.138	1.55324	2.0724
711.658	1.68012	712.218	1.87454	711.918	1.79937	2.6376	711.338	1.66411	2.826
712.538	1.58978	712.818	1.94284	712.658	1.71385	1.3188	712.358	1.67139	1.5072
713.018	1.24054	713.738	1.88409	713.358	1.63087	3.3912	712.898	1.65817	0.942
714.298	1.5462	714.418	1.86221	714.338	1.6362	0.5652	713.998	1.74395	2.6376
714.818	1.60666	715.738	2.10993	715.258	1.91422	4.3332	714.598	1.49955	1.884
715.898	1.58325	716.218	1.83295	716.038	1.68736	1.5072	715.798	1.90998	0.7536
716.618	1.41184	717.258	2.21515	716.918	1.84532	3.0144	716.398	1.43322	1.884
718.498	1.69168	718.858	2.0343	718.658	1.77943	1.6956	717.858	1.66889	5.8404
719.098	1.54315	719.458	1.87894	719.258	1.77902	1.6956	718.958	1.75185	1.1304
719.578	1.51462	719.938	1.85534	719.738	1.63802	1.6956	719.498	1.6767	0.5652
720.338	1.59387	721.018	2.04394	720.658	1.8403	3.2028	720.118	1.54632	1.884
721.378	1.41681	721.898	1.9516	721.618	1.75494	2.4492	721.178	1.75554	1.6956
722.138	1.60815	722.298	1.9169	722.198	1.73171	0.7536	721.998	1.74811	1.1304
722.458	1.4498	723.178	2.17307	722.798	1.79725	3.3912	722.358	1.71221	0.7536
723.898	1.38766	724.578	1.9758	724.218	1.72567	3.2028	723.518	1.79352	3.3912
724.858	1.45697	725.378	1.98718	725.098	1.69782	2.4492	724.698	1.66618	1.3188
725.858	1.68512	726.218	1.94076	726.018	1.82083	1.6956	725.598	1.85597	2.2608
726.738	1.68875	727.098	1.90848	726.898	1.78109	1.6956	726.458	1.64741	2.4492
727.418	1.67578	727.498	1.95688	727.438	1.71251	0.3768	727.238	1.80549	1.5072
727.738	1.45712	727.978	1.82947	727.838	1.65964	1.1304	727.598	1.66635	1.1304
728.858	1.53058	729.258	1.99676	729.038	1.75125	1.884	728.398	1.59848	4.1448
730.298	1.6983	730.658	1.80756	730.458	1.74043	1.6956	729.758	1.63155	4.8984
730.778	1.52255	731.578	2.06201	731.158	1.82399	3.768	730.698	1.73187	0.5652
732.058	1.66913	732.378	1.8569	732.198	1.78358	1.5072	731.798	1.69612	2.2608
732.578	1.3678	733.218	1.92444	732.878	1.70238	3.0144	732.458	1.64584	0.942
734.458	1.63675	734.858	2.01318	734.638	1.81895	1.884	733.818	1.60244	5.8404
735.338	1.64475	735.818	2.02331	735.558	1.79402	2.2608	735.078	1.60234	2.2608
737.098	1.54022	737.498	1.90121	737.278	1.74961	1.884	736.438	1.61464	6.0288
737.778	1.3085	738.378	1.99051	738.058	1.65292	2.826	737.618	1.70482	1.3188
738.618	1.31302	739.218	1.93234	738.898	1.64524	2.826	738.478	1.72475	1.1304
739.858	1.31848	740.218	1.82398	740.018	1.51215	1.6956	739.518	1.69185	3.0144
740.778	1.67169	741.178	2.01636	740.958	1.81733	1.884	740.478	1.63861	2.6376
741.858	1.64001	742.298	1.92477	742.058	1.77184	2.0724	741.498	1.6309	3.2028
742.618	1.52063	743.218	1.89768	742.898	1.76558	2.826	742.438	1.61277	1.5072
743.538	1.63467	743.898	2.00607	743.698	1.83492	1.6956	743.358	1.64883	1.5072
744.178	1.32379	744.898	1.81955	744.518	1.61401	3.3912	744.018	1.67062	1.3188
745.018	1.44458	745.538	1.87808	745.258	1.67982	2.4492	744.938	1.69185	0.5652
745.778	1.49545	746.018	1.80521	745.878	1.63584	1.1304	745.638	1.72404	1.1304
746.498	1.65161	746.618	1.83432	746.538	1.72757	0.5652	746.238	1.61411	2.2608
746.778	1.31735	747.938	1.95697	747.338	1.86816	5.4636	746.678	1.59054	0.7536
748.298	1.37692	749.338	1.98825	748.798	1.81002	4.8984	748.098	1.60995	1.6956
750.098	1.47412	750.418	1.87799	750.238	1.71755	1.5072	749.698	1.59327	3.5796
750.578	1.54623	750.858	2.06741	750.698	1.78403	1.3188	750.478	1.75188	0.7536
751.818	1.48242	752.618	2.07816	752.198	1.82611	3.768	751.318	1.57879	4.5216
753.578	1.56149	754.018	1.94653	753.778	1.81838	2.0724	753.078	1.64697	4.5216
754.738	1.68256	755.578	2.05524	755.138	1.85719	3.9564	754.358	1.63421	3.3912
756.938	1.5972	757.258	1.8696	757.078	1.73101	1.5072	756.238	1.62927	6.4056
757.698	1.69223	758.258	2.06369	757.958	1.83385	2.6376	757.458	1.62103	2.0724
758.698	1.64893	759.138	1.94601	758.898	1.78616	2.0724	758.458	1.61976	2.0724
759.538	1.52499	759.978	1.98147	759.738	1.76527	2.0724	759.318	1.60724	1.884
760.578	1.5762	761.138	1.81455	760.838	1.75425	2.6376	760.258	1.65266	2.826
761.618	1.5604	761.898	1.87351	761.738	1.72665	1.3188	761.358	1.57021	2.2608
762.098	1.46979	762.458	1.90942	762.258	1.69856	1.6956	761.978	1.65557	0.942
762.978	1.34039	763.898	2.05795	763.418	1.7222	4.3332	762.698	1.67946	2.4492
764.178	1.32193	764.698	1.9209	764.418	1.66826	2.4492	764.018	1.81006	1.3188
765.098	1.63715	765.578	1.88751	765.318	1.74676	2.2608	764.878	1.60316	1.884
766.058	1.54761	766.418	1.8284	766.218	1.73141	1.6956	765.798	1.61916	2.2608
767.098	1.49262	767.578	1.90357	767.318	1.70229	2.2608	766.738	1.62266	3.2028
767.818	1.51068	768.098	1.85196	767.938	1.65235	1.3188	767.678	1.75264	1.1304
768.658	1.52737	769.978	2.17679	769.298	1.99276	6.2172	768.358	1.57637	2.6376
770.338	1.30872	770.818	1.81622	770.558	1.60505	2.2608	770.138	1.85614	1.6956
770.978	1.33014	771.458	1.93414	771.198	1.63711	2.2608	770.878	1.67184	0.7536
772.338	1.69549	772.938	1.91601	772.618	1.82433	2.826	771.878	1.63174	4.1448
773.138	1.53677	773.498	1.95288	773.298	1.76274	1.6956	773.018	1.74426	0.942
773.738	1.26416	774.658	2.00211	774.178	1.74731	4.3332	773.598	1.72678	1.1304
775.618	1.60617	776.218	2.09711	775.898	1.80985	2.826	775.118	1.60636	4.5216
776.338	1.52515	776.778	1.83359	776.538	1.75826	2.0724	776.258	1.85582	0.5652
777.618	1.41415	778.618	2.17154	778.098	1.7882	4.71	777.178	1.5325	3.9564
779.178	1.65265	779.738	1.88889	779.438	1.80323	2.6376	778.878	1.66011	2.6376
780.578	1.67142	780.938	1.99481	780.738	1.77793	1.6956	780.138	1.63725	3.9564
781.578	1.51685	782.178	1.88538	781.858	1.77863	2.826	781.238	1.5944	3.0144
782.698	1.39038	783.618	1.90338	783.138	1.81911	4.3332	782.418	1.54661	2.4492
783.778	1.39365	784.178	1.84036	783.958	1.66385	1.884	783.678	1.74462	0.7536
784.538	1.69605	785.498	2.207	784.998	1.92094	4.5216	784.338	1.58909	1.6956
786.778	1.52896	787.138	1.9621	786.938	1.73736	1.6956	786.118	1.61394	6.0288
787.378	1.23859	787.938	1.89694	787.638	1.63237	2.6376	787.238	1.66382	1.1304
788.458	1.42703	788.938	1.97339	788.678	1.69282	2.2608	788.178	1.70251	2.4492
789.458	1.44925	789.818	1.82129	789.618	1.6694	1.6956	789.178	1.69014	2.4492
790.018	1.36414	790.458	1.80719	790.218	1.57906	2.0724	789.898	1.62534	0.942
790.978	1.57687	791.258	1.94971	791.098	1.77266	1.3188	790.698	1.60442	2.4492
791.338	1.67935	791.418	1.8017	791.358	1.70382	0.3768	791.278	1.8707	0.3768
792.018	1.67935	792.458	1.99377	792.218	1.82326	2.0724	791.698	1.5724	2.826
792.658	1.69864	792.778	1.98904	792.698	1.8369	0.5652	792.538	1.82572	0.942
794.138	1.68115	794.378	1.93369	794.238	1.75931	1.1304	793.438	1.57407	6.4056
794.818	1.67316	795.178	1.88394	794.978	1.77262	1.6956	794.578	1.55382	2.0724
795.498	1.4682	795.938	1.96948	795.698	1.69792	2.0724	795.318	1.74816	1.5072
796.258	1.32574	797.218	1.93387	796.718	1.74538	4.5216	796.078	1.7847	1.5072
797.858	1.36466	798.698	1.85837	798.258	1.68853	3.9564	797.518	1.60404	3.0144
798.818	1.45935	799.298	1.96158	799.038	1.76588	2.2608	798.738	1.75956	0.5652
799.698	1.64487	799.938	1.81409	799.798	1.72252	1.1304	799.478	1.61958	1.884
800.058	1.38135	800.338	1.83652	800.178	1.62181	1.3188	799.978	1.64276	0.5652
800.618	1.59979	800.778	1.82797	800.678	1.70844	0.7536	800.458	1.61022	1.3188
801.218	1.65534	801.618	1.94214	801.398	1.76554	1.884	800.978	1.59006	2.0724
801.778	1.69513	802.178	1.85626	801.958	1.79335	1.884	801.678	1.84131	0.7536
802.498	1.62857	802.618	1.81924	802.538	1.69259	0.5652	802.318	1.61381	1.5072
802.858	1.3273	803.498	2.03128	803.158	1.69376	3.0144	802.718	1.6012	1.1304
803.658	1.54434	803.938	1.93713	803.778	1.76622	1.3188	803.558	1.73126	0.7536
804.058	1.66544	804.098	1.85501	804.058	1.66544	0.1884	803.978	1.80792	0.5652
804.578	1.35525	805.138	1.90661	804.838	1.6304	2.6376	804.318	1.5934	2.2608
805.618	1.66006	806.018	1.92752	805.798	1.80729	1.884	805.358	1.79067	2.2608
807.058	1.69235	807.338	2.04047	807.178	1.79142	1.3188	806.518	1.55608	4.8984
807.778	1.33539	808.218	1.88852	807.978	1.61001	2.0724	807.538	1.64432	2.0724
809.018	1.33102	809.378	1.80701	809.178	1.58648	1.6956	808.598	1.67121	3.768
810.018	1.49607	810.458	1.95267	810.218	1.77608	2.0724	809.678	1.62499	3.0144
811.298	1.33011	811.818	1.88736	811.538	1.65063	2.4492	810.858	1.59454	3.9564
812.098	1.65784	812.338	2.19043	812.198	1.91583	1.1304	811.938	1.77657	1.3188
812.858	1.69531	813.218	1.88812	813.018	1.81465	1.6956	812.578	1.70238	2.4492
813.978	1.36157	814.578	1.86621	814.258	1.69831	2.826	813.578	1.64587	3.5796
815.098	1.67511	815.698	2.04263	815.378	1.82821	2.826	814.818	1.53158	2.4492
815.898	1.49002	816.458	2.15173	816.158	1.75096	2.6376	815.778	1.872	0.942
816.738	1.33087	817.498	1.93042	817.098	1.64027	3.5796	816.578	1.7079	1.3188
817.578	1.6525	817.858	1.81042	817.698	1.71019	1.3188	817.518	1.88382	0.3768
818.218	1.46478	818.538	1.84567	818.358	1.68025	1.5072	818.018	1.60046	1.6956
818.698	1.58786	819.058	1.92914	818.858	1.78048	1.6956	818.598	1.71399	0.7536
819.738	1.31873	820.178	1.94571	819.938	1.59994	2.0724	819.378	1.64201	3.2028
820.978	1.25784	821.618	1.879	821.278	1.64388	3.0144	820.558	1.70237	3.768
822.058	1.67108	822.378	1.92777	822.198	1.78133	1.5072	821.818	1.57679	2.0724
822.858	1.33847	823.578	1.96487	823.198	1.67024	3.3912	822.598	1.76807	2.2608
823.738	1.46255	824.218	2.02533	823.958	1.71794	2.2608	823.638	1.71448	0.7536
824.538	1.31818	825.138	1.90423	824.818	1.68047	2.826	824.358	1.61245	1.5072
825.498	1.69702	825.898	2.14011	825.678	1.86773	1.884	825.298	1.65967	1.6956
826.098	1.42712	826.618	1.83954	826.338	1.66268	2.4492	825.978	1.85961	0.942
826.698	1.53253	827.218	2.00766	826.938	1.7972	2.4492	826.638	1.71794	0.3768
827.778	1.3551	828.658	1.80481	828.198	1.78791	4.1448	827.478	1.6649	2.6376
829.458	1.5921	830.218	1.8887	829.818	1.8217	3.5796	829.038	1.5652	3.768
830.898	1.3595	831.218	1.92597	831.038	1.63202	1.5072	830.538	1.61545	3.2028
831.458	1.63028	831.898	2.01105	831.658	1.81779	2.0724	831.318	1.71587	1.1304
832.058	1.33283	832.698	1.93018	832.358	1.58713	3.0144	831.958	1.68986	0.7536
833.018	1.36404	833.618	1.94003	833.298	1.68676	2.826	832.838	1.7046	1.5072
833.818	1.28397	834.618	1.93598	834.198	1.7076	3.768	833.698	1.63304	0.942
835.098	1.5845	835.618	2.08011	835.338	1.87964	2.4492	834.838	1.72557	2.2608
835.858	1.38141	836.618	2.09055	836.218	1.70418	3.5796	835.718	1.71483	1.1304
836.778	1.61408	836.858	1.80112	836.798	1.66797	0.3768	836.678	1.89566	0.7536
837.018	1.6976	837.258	1.90253	837.118	1.85287	1.1304	836.918	1.70614	0.7536
837.418	1.30115	838.058	1.96561	837.718	1.66715	3.0144	837.318	1.68389	0.7536
838.258	1.53098	838.618	1.91	838.418	1.7298	1.6956	838.138	1.83899	0.942
838.858	1.28284	839.298	1.97766	839.058	1.6667	2.0724	838.718	1.69297	1.1304
839.818	1.67825	840.178	1.96878	839.978	1.79045	1.6956	839.538	1.67063	2.4492
840.818	1.58136	840.978	1.90918	840.878	1.71675	0.7536	840.478	1.62013	3.0144
841.098	1.6261	841.298	1.99222	841.178	1.80199	0.942	841.018	1.81509	0.5652
841.458	1.65537	841.738	1.83615	841.578	1.80268	1.3188	841.358	1.79956	0.7536
841.818	1.66659	841.978	2.03455	841.878	1.82039	0.7536	841.758	1.7601	0.3768
842.138	1.34695	843.178	2.08868	842.638	1.77492	4.8984	842.038	1.66868	0.7536
843.378	1.32141	843.978	1.90778	843.658	1.68217	2.826	843.258	1.73829	0.942
844.178	1.37415	844.978	1.9126	844.558	1.70683	3.768	844.058	1.72116	0.942
845.298	1.56662	845.578	1.84454	845.418	1.73792	1.3188	845.118	1.60029	1.5072
845.658	1.69125	845.738	1.81903	845.678	1.71053	0.3768	845.598	1.80733	0.3768
846.098	1.37744	846.618	1.87875	846.338	1.65132	2.4492	845.898	1.5811	1.6956
846.938	1.43927	847.258	1.84937	847.078	1.65488	1.5072	846.758	1.55461	1.5072
847.578	1.29181	848.338	2.02747	847.938	1.70395	3.5796	847.398	1.5597	1.5072
848.458	1.58356	848.858	1.89367	848.638	1.79661	1.884	848.378	1.81394	0.5652
849.338	1.47922	850.138	2.02084	849.718	1.79743	3.768	849.078	1.63894	2.2608
850.258	1.52277	850.618	1.84226	850.418	1.69421	1.6956	850.178	1.80759	0.5652
850.818	1.26782	851.898	2.17041	851.338	1.7178	5.0868	850.698	1.60003	0.942
852.698	1.30539	853.258	1.97888	852.958	1.6649	2.6376	852.278	1.65968	3.768
853.538	1.56604	853.858	1.81946	853.678	1.69056	1.5072	853.378	1.68997	1.3188
854.418	1.64258	854.658	1.87173	854.518	1.73944	1.1304	854.118	1.52104	2.6376
854.858	1.53018	855.298	1.9401	855.058	1.77492	2.0724	854.738	1.72728	0.942
856.178	1.62689	856.298	1.89639	856.218	1.69162	0.5652	855.718	1.63734	4.1448
856.698	1.69595	857.058	1.90616	856.858	1.81406	1.6956	856.478	1.62775	1.884
857.338	1.39386	857.778	1.86307	857.538	1.64663	2.0724	857.178	1.75238	1.3188
857.898	1.49704	858.778	1.88333	858.318	1.88071	4.1448	857.818	1.67205	0.5652
858.978	1.35364	859.858	2.12363	859.398	1.76613	4.1448	858.858	1.59069	0.942
860.298	1.6644	860.978	2.27918	860.618	1.90461	3.2028	860.058	1.60258	2.0724
861.898	1.45068	862.338	1.96615	862.098	1.72683	2.0724	861.418	1.7655	4.3332
862.618	1.26089	863.138	1.92435	862.858	1.62187	2.4492	862.458	1.66883	1.3188
863.538	1.40192	864.258	1.91641	863.878	1.74984	3.3912	863.318	1.60708	1.884
864.618	1.36746	865.098	1.95355	864.838	1.6863	2.2608	864.418	1.64896	1.6956
865.858	1.65768	865.938	1.82855	865.878	1.67177	0.3768	865.458	1.58572	3.5796
866.218	1.57608	866.418	1.80026	866.298	1.67975	0.942	866.058	1.58902	1.3188
866.618	1.46261	866.898	1.84357	866.738	1.66558	1.3188	866.498	1.74486	0.942
867.298	1.60324	867.658	2.0173	867.458	1.76233	1.6956	867.078	1.64864	1.884
867.818	1.52759	868.218	2.06635	867.998	1.77394	1.884	867.718	1.82294	0.7536
868.458	1.55566	868.818	2.03772	868.618	1.80631	1.6956	868.318	1.74921	1.1304
869.258	1.66602	869.658	1.98587	869.438	1.76145	1.884	869.018	1.69825	2.0724
869.818	1.41266	870.338	2.09323	870.058	1.73583	2.4492	869.718	1.83859	0.7536
871.218	1.52377	871.498	1.8573	871.338	1.71388	1.3188	870.758	1.66689	4.1448
871.658	1.38095	872.058	1.87393	871.838	1.61047	1.884	871.558	1.73279	0.7536
872.538	1.61484	873.178	1.85983	872.838	1.79194	3.0144	872.278	1.58797	2.2608
873.298	1.68054	873.578	1.94006	873.418	1.85117	1.3188	873.218	1.79967	0.5652
874.298	1.28482	875.258	1.83017	874.758	1.68786	4.5216	873.918	1.59701	3.3912
876.178	1.3092	876.698	1.96732	876.418	1.64576	2.4492	875.698	1.53102	4.3332
876.858	1.56296	877.058	1.85922	876.938	1.68198	0.942	876.758	1.83211	0.7536
877.498	1.45581	878.338	1.92246	877.898	1.78823	3.9564	877.258	1.64759	2.0724
879.218	1.64444	880.258	2.18869	879.718	1.9592	4.8984	878.758	1.55221	4.1448
880.458	1.38895	881.058	1.88464	880.738	1.61838	2.826	880.338	1.79883	0.942
881.538	1.66556	882.498	2.15787	881.998	1.901	4.5216	881.278	1.56729	2.2608
883.018	1.44995	883.658	2.0144	883.318	1.75306	3.0144	882.738	1.59004	2.4492
883.938	1.57004	884.498	2.06638	884.198	1.81017	2.6376	883.778	1.73318	1.3188
