Peak Numbers based on the given limits	2604
Time_Botoom	Bottom	Time_Peak	Peak	Time_HLLS	HLLS	L_s	Time_HLTB	HLTB	L_f
1829.58	1.43167	1831.18	1.96347	1830.36	1.88066	7.536	1829.48	1.64454	0.7536
1831.62	1.44907	1831.98	1.88812	1831.78	1.67454	1.6956	1831.38	1.56915	2.0724
1832.26	1.55459	1832.66	1.85657	1832.44	1.79786	1.884	1832.1	1.62413	1.3188
1833.06	1.44818	1833.94	1.9508	1833.48	1.82766	4.1448	1832.84	1.67582	1.884
1834.14	1.55792	1834.38	1.83636	1834.24	1.70502	1.1304	1834.02	1.69531	0.942
1834.54	1.24481	1835.1	1.99622	1834.8	1.62103	2.6376	1834.44	1.62859	0.7536
1835.3	1.60947	1835.82	2.07593	1835.54	1.86293	2.4492	1835.18	1.89686	0.942
1836.34	1.66266	1837.06	1.91138	1836.68	1.87514	3.3912	1836.06	1.67358	2.4492
1837.22	1.50815	1837.7	1.90228	1837.44	1.73548	2.2608	1837.12	1.79489	0.7536
1838.06	1.58435	1838.42	2.03455	1838.22	1.78545	1.6956	1837.86	1.59798	1.6956
1838.98	1.66247	1839.22	1.95486	1839.08	1.77471	1.1304	1838.68	1.81876	2.6376
1839.62	1.5531	1840.66	1.85223	1840.12	1.88577	4.8984	1839.4	1.583	1.884
1840.9	1.43463	1841.38	1.95886	1841.12	1.74416	2.2608	1840.76	1.57906	1.1304
1841.58	1.66449	1842.02	2.00998	1841.78	1.82008	2.0724	1841.46	1.82144	0.942
1842.5	1.52762	1843.1	2.00549	1842.78	1.79079	2.826	1842.24	1.72495	2.2608
1843.26	1.49084	1843.5	1.82596	1843.36	1.65307	1.1304	1843.16	1.74265	0.7536
1843.78	1.39444	1844.74	2.01676	1844.24	1.83837	4.5216	1843.62	1.66763	1.3188
1844.86	1.60238	1845.22	1.9223	1845.02	1.77071	1.6956	1844.78	1.87277	0.5652
1845.42	1.42789	1846.34	2.2406	1845.86	1.88572	4.3332	1845.3	1.79653	0.942
1846.7	1.67538	1846.94	1.95981	1846.8	1.81592	1.1304	1846.5	1.81357	1.6956
1847.42	1.39471	1848.5	1.90057	1847.94	1.80049	5.0868	1847.16	1.64461	2.2608
1848.98	1.39734	1849.7	1.99356	1849.32	1.76348	3.3912	1848.72	1.66295	2.2608
1850.34	1.43185	1850.62	1.80005	1850.46	1.63932	1.3188	1850	1.78909	3.0144
1850.9	1.4155	1851.82	1.99951	1851.34	1.84443	4.3332	1850.74	1.64016	1.3188
1852.02	1.41876	1853.46	2.12241	1852.72	1.90843	6.7824	1851.9	1.68536	0.942
1853.82	1.42718	1854.46	2.02362	1854.12	1.78105	3.0144	1853.62	1.74159	1.6956
1854.66	1.69717	1854.98	2.03546	1854.8	1.87982	1.5072	1854.54	1.82364	0.942
1855.46	1.5885	1856.42	2.35107	1855.92	2.02835	4.5216	1855.2	1.63689	2.2608
1856.86	1.40213	1858.38	2.22632	1857.6	1.89676	7.1592	1856.62	1.90693	2.0724
1858.86	1.53998	1859.3	2.15698	1859.06	1.8166	2.0724	1858.6	1.66168	2.2608
1859.62	1.68228	1859.94	2.07022	1859.76	1.85524	1.5072	1859.44	1.82648	1.5072
1860.26	1.34674	1861.06	2.07651	1860.64	1.78556	3.768	1860.08	1.75541	1.5072
1861.34	1.68918	1861.62	2.10263	1861.46	1.89693	1.3188	1861.18	1.82977	1.3188
1861.94	1.38449	1862.46	1.88858	1862.18	1.71081	2.4492	1861.76	1.85293	1.5072
1862.58	1.53598	1863.34	1.949	1862.94	1.8459	3.5796	1862.5	1.76601	0.5652
1863.62	1.34366	1864.1	1.86548	1863.84	1.65579	2.2608	1863.46	1.69365	1.3188
1864.22	1.44708	1864.74	1.99042	1864.46	1.72361	2.4492	1864.14	1.72287	0.5652
1865.14	1.38294	1866.46	1.90536	1865.78	1.91852	6.2172	1864.92	1.78986	1.884
1866.58	1.57187	1866.74	1.8736	1866.64	1.6941	0.7536	1866.5	1.82071	0.5652
1866.94	1.56988	1867.54	1.95138	1867.22	1.76178	2.826	1866.82	1.75238	0.942
1867.7	1.62232	1868.06	1.9884	1867.86	1.82721	1.6956	1867.6	1.85128	0.7536
1868.34	1.51959	1868.5	1.92383	1868.4	1.68877	0.7536	1868.18	1.83549	1.3188
1868.66	1.49268	1869.42	2.32874	1869.02	1.89981	3.5796	1868.56	1.77408	0.7536
1869.74	1.53668	1870.22	2.13538	1869.96	1.83298	2.2608	1869.56	1.87813	1.5072
1870.38	1.52905	1870.58	1.86643	1870.46	1.70386	0.942	1870.28	1.84247	0.7536
1870.74	1.47601	1871.3	1.87204	1871	1.7541	2.6376	1870.64	1.70104	0.7536
1871.46	1.46378	1872.14	1.82855	1871.78	1.77132	3.2028	1871.36	1.73626	0.7536
1872.3	1.4531	1873.02	2.05362	1872.64	1.8427	3.3912	1872.2	1.66219	0.7536
1873.22	1.67651	1873.58	2.129	1873.38	1.8962	1.6956	1873.1	1.79282	0.942
1873.74	1.47116	1874.06	1.8898	1873.88	1.71778	1.5072	1873.64	1.89373	0.7536
1874.22	1.3642	1874.82	1.94672	1874.5	1.7177	2.826	1874.12	1.6144	0.7536
1875.02	1.42789	1875.62	1.99539	1875.3	1.74245	2.826	1874.9	1.75019	0.942
1876.18	1.59741	1876.62	2.02994	1876.38	1.80009	2.0724	1875.88	1.74681	2.6376
1876.98	1.4873	1877.3	1.95935	1877.12	1.75208	1.5072	1876.78	1.9107	1.6956
1877.78	1.67029	1878.3	1.98556	1878.02	1.82522	2.4492	1877.52	1.60971	2.2608
1878.46	1.47882	1879.06	2.07989	1878.74	1.79765	2.826	1878.36	1.74355	0.7536
1879.26	1.64432	1879.46	1.92065	1879.34	1.7422	0.942	1879.14	1.86326	0.942
1879.58	1.63516	1879.98	1.93124	1879.76	1.82668	1.884	1879.5	1.82872	0.5652
1880.1	1.5339	1880.54	1.92078	1880.3	1.73829	2.0724	1880.02	1.83406	0.5652
1880.74	1.41196	1881.42	2.03161	1881.06	1.79729	3.2028	1880.62	1.75534	0.942
1881.82	1.37735	1882.46	1.89224	1882.12	1.77797	3.0144	1881.6	1.84587	1.884
1882.58	1.53024	1882.98	1.84579	1882.76	1.75603	1.884	1882.5	1.79473	0.5652
1883.06	1.59274	1883.54	1.92877	1883.28	1.83336	2.2608	1883	1.74661	0.3768
1883.66	1.4346	1883.94	1.82214	1883.78	1.5918	1.3188	1883.58	1.71798	0.5652
1884.14	1.36996	1884.58	1.95468	1884.34	1.68336	2.0724	1884.02	1.66486	0.942
1885.26	1.43387	1885.78	2.00568	1885.5	1.64818	2.4492	1884.9	1.76717	3.2028
1885.98	1.46902	1886.5	2.09256	1886.22	1.79062	2.4492	1885.86	1.77274	0.942
1886.66	1.53439	1887.14	1.99939	1886.88	1.80715	2.2608	1886.56	1.90476	0.7536
1887.58	1.69717	1887.66	1.85245	1887.6	1.69757	0.3768	1887.34	1.73181	2.0724
1887.78	1.40134	1888.18	1.88953	1887.96	1.64746	1.884	1887.7	1.70008	0.5652
1888.46	1.58753	1888.98	1.96939	1888.7	1.81614	2.4492	1888.3	1.79074	1.3188
1889.3	1.6897	1889.58	1.81546	1889.42	1.75405	1.3188	1889.12	1.74152	1.5072
1889.7	1.51181	1890.62	2.2478	1890.14	1.90576	4.3332	1889.62	1.65508	0.5652
1890.98	1.40216	1891.82	2.12112	1891.38	1.87965	3.9564	1890.78	1.97047	1.6956
1892.14	1.59076	1892.7	1.90039	1892.4	1.87423	2.6376	1891.96	1.68255	1.5072
1892.82	1.51187	1893.3	1.91339	1893.04	1.80275	2.2608	1892.74	1.68948	0.5652
1893.46	1.55069	1894.1	1.85986	1893.76	1.80868	3.0144	1893.36	1.72395	0.7536
1894.18	1.56781	1894.38	1.86829	1894.26	1.71713	0.942	1894.12	1.76788	0.3768
1894.74	1.62769	1895.3	2.04208	1895	1.88412	2.6376	1894.54	1.64402	1.6956
1895.62	1.57757	1896.3	2.08905	1895.94	1.89898	3.2028	1895.44	1.70339	1.5072
1896.66	1.60877	1896.98	2.12918	1896.8	1.89426	1.5072	1896.46	1.82562	1.6956
1897.26	1.68991	1897.38	1.93732	1897.3	1.78804	0.5652	1897.1	2.04008	1.3188
1897.58	1.55566	1897.94	1.8577	1897.74	1.79914	1.6956	1897.46	1.80529	0.942
1898.06	1.46799	1898.74	2.10446	1898.38	1.79086	3.2028	1897.98	1.68	0.5652
1898.86	1.67191	1899.38	2.20404	1899.1	1.99747	2.4492	1898.78	1.90999	0.5652
1899.58	1.55884	1900.06	1.93738	1899.8	1.79317	2.2608	1899.46	1.98859	0.942
1900.22	1.44565	1900.82	2.07407	1900.5	1.82065	2.826	1900.12	1.68925	0.7536
1901.38	1.6431	1901.62	1.97189	1901.48	1.76916	1.1304	1901.08	1.63161	2.6376
1901.9	1.49036	1902.38	1.98276	1902.12	1.76023	2.2608	1901.74	1.83099	1.3188
1902.86	1.55557	1903.5	2.09872	1903.16	1.83394	3.0144	1902.6	1.8122	2.2608
1903.82	1.51477	1904.62	2.06485	1904.2	1.89459	3.768	1903.64	1.64173	1.5072
1904.78	1.66058	1905.46	2.19037	1905.1	1.90142	3.2028	1904.68	1.88454	0.7536
1906.1	1.57187	1906.98	2.1615	1906.52	1.92912	4.1448	1905.76	1.71778	3.0144
1907.22	1.44296	1908.02	1.91058	1907.6	1.75832	3.768	1907.08	1.82	1.1304
1908.18	1.51877	1908.7	1.9306	1908.42	1.77716	2.4492	1908.08	1.66405	0.7536
1908.86	1.39966	1909.94	2.1442	1909.38	1.83158	5.0868	1908.76	1.75777	0.7536
1910.1	1.37521	1910.7	2.02798	1910.38	1.74751	2.826	1910	1.78476	0.7536
1911.02	1.55634	1911.38	2.02661	1911.18	1.76778	1.6956	1910.84	1.71867	1.5072
1911.62	1.38135	1912.26	2.00278	1911.92	1.71174	3.0144	1911.48	1.78978	1.1304
1912.46	1.46927	1913.18	2.14566	1912.8	1.76039	3.3912	1912.34	1.81831	0.942
1913.58	1.6738	1913.74	1.91101	1913.64	1.77934	0.7536	1913.36	1.80561	1.884
1913.9	1.54193	1914.78	2.10748	1914.32	1.91282	4.1448	1913.8	1.76573	0.7536
1914.9	1.59903	1915.14	1.96024	1915	1.75201	1.1304	1914.82	1.83575	0.5652
1915.22	1.65045	1915.34	1.89417	1915.26	1.73621	0.5652	1915.16	1.85431	0.3768
1915.58	1.35165	1916.66	2.13141	1916.1	1.82352	5.0868	1915.44	1.65752	1.1304
1916.94	1.45349	1917.3	1.8233	1917.1	1.61675	1.6956	1916.78	1.9265	1.3188
1917.46	1.43082	1917.9	1.94675	1917.66	1.67977	2.0724	1917.36	1.66455	0.7536
1918.14	1.63556	1918.82	2.10916	1918.46	1.88166	3.2028	1918	1.72282	1.1304
1919.1	1.39612	1919.94	2.1831	1919.5	1.89525	3.9564	1918.94	1.623	1.3188
1920.54	1.40536	1920.9	1.8613	1920.7	1.64357	1.6956	1920.22	1.92058	2.826
1921.22	1.60349	1921.74	2.08844	1921.46	1.82973	2.4492	1921.04	1.78573	1.5072
1922.22	1.4046	1923.26	2.30331	1922.72	1.91095	4.8984	1921.96	1.7629	2.2608
1923.42	1.68353	1923.7	2.03357	1923.54	1.8396	1.3188	1923.32	2.03795	0.7536
1923.94	1.42609	1924.74	1.89435	1924.32	1.77549	3.768	1923.8	1.80083	1.1304
1924.82	1.54349	1925.66	1.94391	1925.22	1.86823	3.9564	1924.76	1.78151	0.3768
1926.06	1.51611	1926.54	1.9371	1926.28	1.778	2.2608	1925.84	1.68539	1.884
1926.66	1.53375	1927.58	2.33203	1927.1	1.94629	4.3332	1926.58	1.855	0.5652
1927.74	1.52185	1928.14	1.91461	1927.92	1.72023	1.884	1927.64	2.06631	0.7536
1928.46	1.5954	1928.66	1.8732	1928.54	1.69329	0.942	1928.28	1.60944	1.5072
1928.82	1.63409	1929.18	2.02334	1928.98	1.79473	1.6956	1928.72	1.72491	0.7536
1929.3	1.66449	1929.54	1.9646	1929.4	1.75078	1.1304	1929.22	1.90472	0.5652
1929.74	1.67181	1930.3	2.11838	1930	1.92265	2.6376	1929.62	1.7275	0.942
1930.54	1.61688	1930.86	1.92938	1930.68	1.74101	1.5072	1930.4	1.91529	1.1304
1931.02	1.36673	1932.7	2.1369	1931.84	1.97785	7.9128	1930.92	1.69877	0.7536
1932.98	1.48377	1933.78	2.01114	1933.36	1.8553	3.768	1932.82	1.66573	1.3188
1933.94	1.5116	1934.54	2.11017	1934.22	1.8092	2.826	1933.84	1.83761	0.7536
1934.74	1.4545	1935.7	1.99869	1935.2	1.81753	4.5216	1934.62	1.89343	0.942
1935.86	1.50272	1936.14	1.84989	1935.98	1.73266	1.3188	1935.76	1.81839	0.7536
1936.3	1.51373	1936.98	2.15726	1936.62	1.85984	3.2028	1936.2	1.64766	0.7536
1937.22	1.51215	1938.14	2.34864	1937.66	1.91334	4.3332	1937.08	1.86514	1.1304
1938.46	1.50213	1938.98	1.96039	1938.7	1.78459	2.4492	1938.28	2.13932	1.5072
1939.42	1.66138	1940.54	1.87424	1939.96	1.86491	5.2752	1939.18	1.61953	2.0724
1940.62	1.5256	1940.78	1.82214	1940.68	1.62147	0.7536	1940.56	1.81159	0.3768
1941.34	1.46787	1942.34	2.31348	1941.82	1.88468	4.71	1941.04	1.70794	2.6376
1942.5	1.60074	1942.9	2.19293	1942.68	1.87252	1.884	1942.4	2.17059	0.7536
1943.14	1.40906	1943.46	1.84982	1943.28	1.62768	1.5072	1943	1.79555	1.1304
1943.54	1.69742	1944.66	2.06372	1944.08	1.93304	5.2752	1943.48	1.81625	0.3768
1944.94	1.46152	1945.7	1.90198	1945.3	1.87627	3.5796	1944.78	1.81917	1.3188
1945.9	1.48163	1946.38	2.05801	1946.12	1.74857	2.2608	1945.78	1.68022	0.942
1947.18	1.36588	1948.46	1.85873	1947.8	1.87027	6.0288	1946.76	1.77849	3.768
1948.58	1.5987	1948.86	1.96381	1948.7	1.78566	1.3188	1948.5	1.73107	0.5652
1949.46	1.53873	1950.38	2.00153	1949.9	1.79016	4.3332	1949.14	1.66818	2.826
1951.06	1.54468	1951.7	1.95865	1951.36	1.78237	3.0144	1950.7	1.65478	3.2028
1952.18	1.43637	1953.14	1.92319	1952.64	1.83464	4.5216	1951.92	1.78287	2.2608
1953.58	1.31708	1954.62	2.2164	1954.08	1.86643	4.8984	1953.34	1.62998	2.0724
1955.38	1.50723	1956.22	2.00329	1955.78	1.87964	3.9564	1954.98	1.72196	3.5796
1956.58	1.52853	1956.86	1.93228	1956.7	1.73618	1.3188	1956.38	1.73565	1.6956
1957.1	1.3779	1957.86	2.09149	1957.46	1.81571	3.5796	1956.96	1.6688	1.1304
1958.14	1.38464	1958.98	1.84677	1958.54	1.75651	3.9564	1957.98	1.82097	1.3188
1959.14	1.5582	1959.46	1.9278	1959.28	1.73329	1.5072	1959.04	1.72589	0.7536
1959.58	1.62695	1959.78	1.86386	1959.66	1.72208	0.942	1959.5	1.80655	0.5652
1960.1	1.54016	1960.74	2.08417	1960.4	1.84249	3.0144	1959.92	1.66603	1.5072
1960.94	1.64072	1961.26	1.99442	1961.08	1.8407	1.5072	1960.82	1.80091	0.942
1961.42	1.36078	1961.9	1.91287	1961.64	1.66452	2.2608	1961.32	1.71575	0.7536
1962.06	1.67648	1962.94	2.15894	1962.48	1.89545	4.1448	1961.96	1.81753	0.7536
1963.38	1.69156	1963.98	2.08853	1963.66	1.87329	2.826	1963.14	1.64586	2.0724
1964.18	1.5213	1964.9	2.07791	1964.52	1.8129	3.3912	1964.06	1.76379	0.942
1965.18	1.43283	1965.82	2.25186	1965.48	1.79884	3.0144	1965.02	1.83038	1.3188
1966.1	1.59113	1966.54	2.02417	1966.3	1.82447	2.0724	1965.94	1.75037	1.3188
1966.7	1.33356	1967.5	2.04468	1967.08	1.75681	3.768	1966.6	1.72121	0.7536
1967.62	1.43634	1968.58	1.89883	1968.08	1.80691	4.5216	1967.54	1.76741	0.5652
1968.7	1.47565	1969.22	2.01242	1968.94	1.77996	2.4492	1968.62	1.69219	0.5652
1969.62	1.54871	1970.38	2.04578	1969.98	1.91067	3.5796	1969.4	1.64378	1.884
1970.5	1.42349	1970.82	1.80542	1970.64	1.64987	1.5072	1970.42	1.77333	0.5652
1970.94	1.49481	1971.3	1.89972	1971.1	1.71708	1.6956	1970.86	1.66584	0.5652
1971.46	1.44391	1971.98	2.09354	1971.7	1.7823	2.4492	1971.36	1.76476	0.7536
1972.22	1.68939	1972.3	1.91571	1972.24	1.72526	0.3768	1972.08	1.96065	1.1304
1972.54	1.52139	1972.7	1.84616	1972.6	1.67765	0.7536	1972.4	1.80769	1.1304
1972.9	1.48685	1973.9	2.00531	1973.38	1.86643	4.71	1972.78	1.68198	0.942
1974.5	1.5245	1975.58	2.07367	1975.02	1.87814	5.0868	1974.18	1.67104	2.826
1975.86	1.449	1976.38	1.8501	1976.1	1.68312	2.4492	1975.7	1.63937	1.3188
1976.58	1.67767	1977.02	2.08566	1976.78	1.82854	2.0724	1976.46	1.73925	0.942
1977.62	1.53894	1978.74	2.14136	1978.16	1.89059	5.2752	1977.3	1.80459	2.826
1979.26	1.38418	1980.54	2.26132	1979.88	1.81874	6.0288	1978.98	1.64026	2.4492
1980.82	1.43927	1981.14	1.86319	1980.96	1.67379	1.5072	1980.66	1.81559	1.3188
1981.34	1.39102	1982.18	1.87436	1981.74	1.79999	3.9564	1981.22	1.64496	0.942
1982.42	1.41849	1982.7	1.82065	1982.54	1.6247	1.3188	1982.28	1.61536	1.1304
1982.9	1.426	1983.46	1.99905	1983.16	1.72689	2.6376	1982.78	1.71438	0.942
1983.66	1.44458	1984.26	1.95987	1983.94	1.79014	2.826	1983.54	1.74442	0.942
1984.34	1.47391	1984.62	1.82724	1984.46	1.67843	1.3188	1984.28	1.85993	0.3768
1984.9	1.47354	1985.26	1.91345	1985.06	1.69993	1.6956	1984.74	1.67102	1.3188
1985.46	1.34253	1986.06	1.83807	1985.74	1.68759	2.826	1985.34	1.74724	0.942
1986.26	1.56995	1987.02	1.88458	1986.62	1.87025	3.5796	1986.14	1.67706	0.942
1987.14	1.41464	1987.94	2.05069	1987.52	1.80095	3.768	1987.06	1.68637	0.5652
1988.1	1.48816	1988.98	1.82791	1988.52	1.78935	4.1448	1988	1.82957	0.7536
1989.18	1.41162	1989.86	1.96527	1989.5	1.78258	3.2028	1989.06	1.55033	0.942
1990.3	1.62564	1990.66	2.03116	1990.46	1.84627	1.6956	1990.06	1.70721	2.0724
1991.14	1.69559	1991.58	1.98654	1991.34	1.87876	2.0724	1990.88	1.6279	2.2608
1991.86	1.44135	1992.54	1.91089	1992.18	1.76164	3.2028	1991.7	1.74786	1.3188
1992.78	1.32123	1993.42	1.94571	1993.08	1.73348	3.0144	1992.64	1.65595	1.1304
1993.98	1.48883	1994.86	2.21484	1994.4	1.85845	4.1448	1993.68	1.67299	2.6376
1995.38	1.69168	1995.9	2.16138	1995.62	1.88338	2.4492	1995.1	1.73862	2.4492
1996.1	1.5441	1996.54	2.03946	1996.3	1.74617	2.0724	1995.98	2.02831	0.942
1996.82	1.38953	1998.26	2.10016	1997.52	1.85237	6.7824	1996.66	1.78104	1.3188
1998.5	1.41064	1999.06	1.97003	1998.76	1.66767	2.6376	1998.36	1.93905	1.1304
1999.22	1.65668	1999.98	1.95206	1999.58	1.89563	3.5796	1999.12	1.90304	0.7536
2000.1	1.66049	2000.22	1.84888	2000.14	1.73076	0.5652	2000.02	1.83126	0.5652
2000.38	1.44714	2001.18	2.22357	2000.76	1.87437	3.768	2000.28	1.71862	0.7536
2001.66	1.44434	2002.5	2.16415	2002.06	1.88289	3.9564	2001.4	1.77123	2.2608
2003.38	1.66647	2003.5	1.89069	2003.42	1.72543	0.5652	2002.92	1.67122	4.1448
2003.62	1.50775	2004.38	1.85373	2003.98	1.84473	3.5796	2003.54	1.77008	0.5652
2004.74	1.66379	2005.22	2.04297	2004.96	1.83062	2.2608	2004.54	1.61725	1.6956
2005.38	1.63748	2006.22	1.94479	2005.78	1.8835	3.9564	2005.28	1.92198	0.7536
2006.38	1.45459	2007.06	2.0527	2006.7	1.78539	3.2028	2006.28	1.74477	0.7536
2007.26	1.43201	2007.9	2.07886	2007.56	1.8015	3.0144	2007.14	1.84827	0.942
2008.38	1.60767	2009.18	2.13406	2008.76	1.84369	3.768	2008.12	1.63925	2.2608
2009.46	1.66358	2009.78	2.19937	2009.6	1.88082	1.5072	2009.3	1.87957	1.3188
2010.38	1.50656	2010.82	1.93274	2010.58	1.75108	2.0724	2010.06	1.73033	2.826
2011.02	1.67633	2011.42	2.04221	2011.2	1.85792	1.884	2010.9	1.80701	0.942
2011.86	1.66123	2012.22	2.0083	2012.02	1.81203	1.6956	2011.62	1.63367	2.0724
2012.5	1.48135	2013.06	1.93549	2012.76	1.77826	2.6376	2012.34	1.78756	1.3188
2013.5	1.3393	2014.5	2.18628	2013.98	1.8099	4.71	2013.26	1.7531	2.0724
2014.74	1.49963	2015.02	1.93765	2014.86	1.72414	1.3188	2014.6	1.77588	1.1304
2015.22	1.36887	2016.26	2.34232	2015.72	1.79952	4.8984	2015.1	1.68524	0.942
2016.42	1.63083	2016.78	2.18988	2016.58	1.85838	1.6956	2016.32	2.17328	0.7536
2017.18	1.65326	2018.06	2.35818	2017.6	1.91754	4.1448	2016.96	1.6892	1.884
2018.82	1.65018	2019.5	1.8699	2019.14	1.86077	3.2028	2018.42	1.68771	3.5796
2019.62	1.43527	2020.26	2.13751	2019.92	1.77586	3.0144	2019.54	1.71189	0.5652
2020.54	1.33435	2021.3	2.194	2020.9	1.81868	3.5796	2020.38	1.80975	1.3188
2021.66	1.64108	2021.94	1.83624	2021.78	1.78648	1.3188	2021.46	1.79609	1.6956
2022.02	1.55887	2022.34	1.87369	2022.16	1.79839	1.5072	2021.96	1.73518	0.3768
2022.5	1.47253	2022.78	1.86154	2022.62	1.68818	1.3188	2022.4	1.67669	0.7536
2023.02	1.44009	2023.5	2.15527	2023.24	1.7859	2.2608	2022.88	1.67634	1.1304
2023.7	1.5134	2024.26	2.04239	2023.96	1.79364	2.6376	2023.58	1.95941	0.942
2024.38	1.44247	2024.98	1.98187	2024.66	1.74114	2.826	2024.3	1.80257	0.5652
2025.46	1.65595	2025.9	2.14682	2025.66	1.82531	2.0724	2025.2	1.75166	2.2608
2026.1	1.31464	2026.62	2.0246	2026.34	1.66268	2.4492	2025.98	1.87156	0.942
2027.02	1.48575	2027.5	1.97601	2027.24	1.74627	2.2608	2026.8	1.73665	1.884
2027.74	1.3941	2028.66	2.0705	2028.18	1.86365	4.3332	2027.6	1.72078	1.1304
2028.9	1.49551	2029.1	1.91644	2028.98	1.69923	0.942	2028.76	1.87757	1.1304
2029.38	1.36606	2030.3	1.81171	2029.82	1.7641	4.3332	2029.22	1.6027	1.3188
2030.5	1.55618	2030.7	1.8725	2030.58	1.6637	0.942	2030.38	1.65013	0.942
2031.02	1.44205	2031.98	2.2681	2031.48	1.8252	4.5216	2030.84	1.72658	1.5072
2032.1	1.65991	2032.5	2.03503	2032.28	1.85001	1.884	2032.02	1.97265	0.5652
2032.9	1.65152	2033.54	2.20371	2033.2	1.90974	3.0144	2032.68	1.67105	1.884
2033.98	1.44635	2034.18	1.81839	2034.06	1.60216	0.942	2033.74	2.05897	2.0724
2034.3	1.44144	2034.58	1.8869	2034.42	1.64996	1.3188	2034.22	1.75788	0.5652
2034.98	1.48721	2035.42	1.87869	2035.18	1.69032	2.0724	2034.76	1.65383	1.884
2035.7	1.41971	2037.02	2.30939	2036.34	2.00461	6.2172	2035.54	1.64921	1.3188
2037.3	1.42456	2037.62	1.85947	2037.44	1.70239	1.5072	2037.14	1.91533	1.3188
2037.78	1.43186	2038.54	1.91394	2038.14	1.80539	3.5796	2037.68	1.64805	0.7536
2039.26	1.69781	2040.26	1.84329	2039.74	1.90333	4.71	2038.88	1.61965	3.3912
2040.34	1.52438	2040.66	1.87277	2040.48	1.78949	1.5072	2040.28	1.75971	0.3768
2040.78	1.42657	2041.38	2.24982	2041.06	1.84689	2.826	2040.7	1.65597	0.5652
2041.54	1.4592	2042.1	1.84128	2041.8	1.68321	2.6376	2041.44	1.93225	0.7536
2042.22	1.46445	2042.98	1.97629	2042.58	1.80285	3.5796	2042.14	1.67932	0.5652
2043.1	1.3808	2043.58	1.98071	2043.32	1.73902	2.2608	2043.02	1.71511	0.5652
2043.78	1.40057	2044.98	2.11951	2044.36	1.85125	5.652	2043.66	1.74457	0.942
2045.62	1.51141	2046.74	2.00537	2046.16	1.81942	5.2752	2045.28	1.61426	3.0144
2046.98	1.27506	2047.9	1.89334	2047.42	1.75761	4.3332	2046.84	1.72103	1.1304
2048.14	1.56864	2048.5	1.90121	2048.3	1.77589	1.6956	2048	1.64111	1.1304
2048.7	1.34894	2049.86	2.3573	2049.26	1.83382	5.4636	2048.58	1.5682	0.942
2050.34	1.32822	2051.54	1.90732	2050.92	1.84391	5.652	2050.08	1.71557	2.2608
2051.74	1.42032	2052.14	1.82233	2051.92	1.62151	1.884	2051.62	1.68786	0.942
2052.3	1.51813	2052.94	2.09339	2052.6	1.82091	3.0144	2052.2	1.66019	0.7536
2053.14	1.59381	2053.46	2.13501	2053.28	1.82848	1.5072	2053.02	1.88024	0.942
2053.62	1.4148	2054.18	1.94562	2053.88	1.73862	2.6376	2053.52	1.80675	0.7536
2054.26	1.64801	2054.34	1.82754	2054.28	1.68695	0.3768	2054.2	1.86404	0.3768
2054.66	1.62488	2054.82	1.90491	2054.72	1.70895	0.7536	2054.48	1.67225	1.5072
2055.22	1.57819	2055.86	2.00787	2055.52	1.8417	3.0144	2055	1.55558	1.884
2056.02	1.62821	2056.34	1.95963	2056.16	1.76903	1.5072	2055.92	1.83455	0.7536
2056.5	1.53335	2057.06	1.85534	2056.76	1.75368	2.6376	2056.4	1.73337	0.7536
2057.38	1.67618	2057.74	1.93408	2057.54	1.81128	1.6956	2057.2	1.65316	1.5072
2057.86	1.59573	2058.42	2.08176	2058.12	1.83541	2.6376	2057.78	1.80746	0.5652
2058.82	1.66894	2059.14	1.89789	2058.96	1.80048	1.5072	2058.6	1.5752	1.884
2059.7	1.49951	2060.1	1.86859	2059.88	1.74644	1.884	2059.4	1.73995	2.6376
2060.3	1.3829	2060.7	1.85272	2060.48	1.66073	1.884	2060.18	1.61614	0.942
2061.02	1.59994	2061.66	2.14023	2061.32	1.8977	3.0144	2060.84	1.69886	1.5072
2061.86	1.33063	2062.82	1.9336	2062.32	1.7925	4.5216	2061.74	1.69104	0.942
2063.62	1.59204	2064.66	1.87094	2064.12	1.94686	4.8984	2063.2	1.61607	3.768
2064.98	1.31726	2065.62	1.99756	2065.28	1.7107	3.0144	2064.8	1.60492	1.5072
2066.14	1.6825	2066.18	1.81067	2066.14	1.6825	0.1884	2065.86	1.83294	2.4492
2066.34	1.52866	2067.14	2.26837	2066.72	1.85396	3.768	2066.24	1.66318	0.7536
2067.34	1.64563	2067.54	1.89945	2067.42	1.77459	0.942	2067.22	1.99865	0.942
2067.74	1.64715	2067.98	1.97388	2067.84	1.77373	1.1304	2067.62	1.70424	0.942
2068.18	1.37546	2068.86	2.08972	2068.5	1.76697	3.2028	2068.06	1.70192	0.942
2069.02	1.43054	2069.7	2.00513	2069.34	1.73878	3.2028	2068.92	1.8354	0.7536
2070.14	1.63672	2070.66	2.07758	2070.38	1.92439	2.4492	2069.9	1.69649	2.0724
2070.86	1.49167	2071.3	1.89258	2071.06	1.72051	2.0724	2070.74	1.86452	0.942
2071.5	1.41739	2072.38	2.10257	2071.92	1.81402	4.1448	2071.38	1.68442	0.942
2072.46	1.58465	2072.74	1.80924	2072.58	1.70169	1.3188	2072.4	1.95444	0.3768
